quality,effort,ssimulacra2_mean,ssimulacra2_p05,ssimulacra2_p25,ssimulacra2_p50,ssimulacra2_p75,ssimulacra2_p95,ssimulacra2_min,ssimulacra2_max,psnr_mean,psnr_p05,psnr_p25,psnr_p50,psnr_p75,psnr_p95,psnr_min,psnr_max,ssim_mean,ssim_p05,ssim_p25,ssim_p50,ssim_p75,ssim_p95,ssim_min,ssim_max,butteraugli_mean,butteraugli_p05,butteraugli_p25,butteraugli_p50,butteraugli_p75,butteraugli_p95,butteraugli_min,butteraugli_max,file_size_mean,file_size_p05,file_size_p25,file_size_p50,file_size_p75,file_size_p95,file_size_min,file_size_max,bits_per_pixel_mean,bits_per_pixel_p05,bits_per_pixel_p25,bits_per_pixel_p50,bits_per_pixel_p75,bits_per_pixel_p95,bits_per_pixel_min,bits_per_pixel_max,encoding_time_mean,encoding_time_p05,encoding_time_p25,encoding_time_p50,encoding_time_p75,encoding_time_p95,encoding_time_min,encoding_time_max,encoding_time_per_pixel_mean,encoding_time_per_pixel_p05,encoding_time_per_pixel_p25,encoding_time_per_pixel_p50,encoding_time_per_pixel_p75,encoding_time_per_pixel_p95,encoding_time_per_pixel_min,encoding_time_per_pixel_max,compression_ratio_mean,compression_ratio_p05,compression_ratio_p25,compression_ratio_p50,compression_ratio_p75,compression_ratio_p95,compression_ratio_min,compression_ratio_max,bits_per_ssimulacra2_per_pixel_mean,bits_per_ssimulacra2_per_pixel_p05,bits_per_ssimulacra2_per_pixel_p25,bits_per_ssimulacra2_per_pixel_p50,bits_per_ssimulacra2_per_pixel_p75,bits_per_ssimulacra2_per_pixel_p95,bits_per_ssimulacra2_per_pixel_min,bits_per_ssimulacra2_per_pixel_max,bits_per_psnr_per_pixel_mean,bits_per_psnr_per_pixel_p05,bits_per_psnr_per_pixel_p25,bits_per_psnr_per_pixel_p50,bits_per_psnr_per_pixel_p75,bits_per_psnr_per_pixel_p95,bits_per_psnr_per_pixel_min,bits_per_psnr_per_pixel_max,bits_per_ssim_per_pixel_mean,bits_per_ssim_per_pixel_p05,bits_per_ssim_per_pixel_p25,bits_per_ssim_per_pixel_p50,bits_per_ssim_per_pixel_p75,bits_per_ssim_per_pixel_p95,bits_per_ssim_per_pixel_min,bits_per_ssim_per_pixel_max,bits_per_butteraugli_per_pixel_mean,bits_per_butteraugli_per_pixel_p05,bits_per_butteraugli_per_pixel_p25,bits_per_butteraugli_per_pixel_p50,bits_per_butteraugli_per_pixel_p75,bits_per_butteraugli_per_pixel_p95,bits_per_butteraugli_per_pixel_min,bits_per_butteraugli_per_pixel_max
80,6,80.11,76.16,78.34,80.24,82,83.87,75.62,84.33,35.51,33.44,34.09,35.03,36.45,38.26,33.28,38.72,0.9345,0.8888,0.9194,0.9445,0.9597,0.9664,0.8811,0.968,2.477,2.154,2.282,2.492,2.687,2.779,2.122,2.802,2.876e+05,2.025e+05,2.418e+05,2.973e+05,3.43e+05,3.591e+05,192648,363068,0.8494,0.5301,0.683,0.8597,1.026,1.154,0.4919,1.186,1.502,1.446,1.463,1.48,1.519,1.588,1.442,1.606,5.429e-07,5.153e-07,5.267e-07,5.35e-07,5.512e-07,5.814e-07,5.125e-07,5.89e-07,15.14,12.17,13.48,15,16.65,18.29,11.84,18.71,0.01075,0.006336,0.008352,0.01073,0.01313,0.01518,0.005832,0.01569,0.02433,0.01406,0.01947,0.02449,0.02935,0.03439,0.0127,0.03565,0.9098,0.564,0.7641,0.9261,1.072,1.233,0.514,1.273,2.164,1.149,1.569,2.234,2.829,3.079,1.044,3.142
80,7,80.26,76.44,78.47,80.25,82.04,84.1,75.94,84.61,35.66,33.66,34.2,35.06,36.52,38.49,33.53,38.99,0.9359,0.8902,0.9219,0.9467,0.9607,0.9666,0.8822,0.968,2.512,2.203,2.359,2.526,2.679,2.802,2.164,2.833,2.887e+05,2.027e+05,2.421e+05,2.974e+05,3.44e+05,3.623e+05,192863,366921,0.853,0.5307,0.6837,0.8602,1.029,1.165,0.4924,1.199,1.725,1.665,1.693,1.707,1.739,1.812,1.658,1.83,6.258e-07,5.523e-07,5.856e-07,6.305e-07,6.706e-07,6.926e-07,5.439e-07,6.981e-07,15.09,12.06,13.45,14.99,16.63,18.27,11.72,18.68,0.01077,0.006328,0.00836,0.01074,0.01315,0.01526,0.00582,0.01579,0.02434,0.01399,0.01944,0.02448,0.02938,0.03449,0.01263,0.03576,0.9121,0.5639,0.7639,0.9261,1.074,1.241,0.5138,1.282,2.196,1.178,1.626,2.284,2.854,3.091,1.066,3.15
80,8,79.64,76.01,77.8,79.59,81.43,83.35,75.56,83.83,35.46,33.43,34.08,34.89,36.28,38.3,33.27,38.81,0.934,0.8887,0.9197,0.9446,0.9589,0.9646,0.881,0.966,2.37,2.128,2.25,2.414,2.535,2.549,2.098,2.552,2.715e+05,1.859e+05,2.271e+05,2.806e+05,3.25e+05,3.443e+05,175613,349154,0.8031,0.4871,0.6419,0.8115,0.9727,1.107,0.4484,1.141,5.847,5.458,5.696,5.818,5.969,6.277,5.399,6.354,2.11e-06,2.038e-06,2.078e-06,2.103e-06,2.135e-06,2.191e-06,2.028e-06,2.205e-06,16.15,12.7,14.24,15.88,17.79,19.97,12.31,20.52,0.01022,0.00586,0.007908,0.01022,0.01253,0.01459,0.005348,0.0151,0.02307,0.01291,0.01832,0.02322,0.02797,0.03303,0.01155,0.0343,0.8607,0.5187,0.7186,0.8753,1.017,1.182,0.4687,1.224,1.948,1.043,1.454,1.982,2.476,2.804,0.9406,2.885
80,9,79.64,76,77.8,79.59,81.43,83.35,75.55,83.83,35.47,33.44,34.08,34.89,36.28,38.3,33.28,38.81,0.9341,0.8887,0.9197,0.9446,0.9589,0.9646,0.881,0.9661,2.297,2.128,2.25,2.33,2.378,2.42,2.098,2.431,2.711e+05,1.854e+05,2.265e+05,2.801e+05,3.246e+05,3.442e+05,175067,349119,0.802,0.4856,0.6403,0.81,0.9716,1.107,0.447,1.141,8.104,7.537,7.949,8.136,8.29,8.625,7.434,8.709,2.925e-06,2.803e-06,2.897e-06,2.941e-06,2.969e-06,3.023e-06,2.779e-06,3.037e-06,16.18,12.7,14.26,15.91,17.83,20.03,12.32,20.58,0.01021,0.005843,0.007888,0.0102,0.01251,0.01458,0.005332,0.0151,0.02304,0.01287,0.01827,0.02317,0.02794,0.03301,0.01152,0.03428,0.8595,0.5172,0.7168,0.8737,1.016,1.182,0.4673,1.223,1.873,1.04,1.45,1.891,2.313,2.682,0.9377,2.774
80,10,79.61,75.98,77.78,79.57,81.41,83.31,75.53,83.78,35.47,33.43,34.08,34.89,36.28,38.32,33.27,38.83,0.934,0.8886,0.9196,0.9446,0.959,0.9646,0.8808,0.966,2.408,2.141,2.263,2.33,2.475,2.786,2.111,2.863,2.706e+05,1.853e+05,2.268e+05,2.799e+05,3.237e+05,3.431e+05,174889,347978,0.8006,0.4854,0.641,0.8093,0.969,1.104,0.4465,1.137,5.932,5.57,5.703,5.893,6.121,6.348,5.537,6.405,2.142e-06,2.05e-06,2.072e-06,2.13e-06,2.199e-06,2.249e-06,2.044e-06,2.262e-06,16.2,12.74,14.3,15.92,17.82,20.05,12.36,20.6,0.01019,0.005843,0.007898,0.01019,0.01248,0.01454,0.005329,0.01506,0.023,0.01286,0.01829,0.02316,0.02787,0.03292,0.0115,0.03418,0.8581,0.5169,0.7176,0.8732,1.014,1.178,0.4667,1.219,1.993,1.046,1.461,1.887,2.42,3.089,0.9425,3.256
90,1,86.78,85.76,86.33,86.98,87.42,87.51,85.61,87.54,37.28,35.1,36.17,37.64,38.76,38.96,34.84,39.01,0.9459,0.896,0.937,0.9586,0.9675,0.9781,0.8857,0.9807,1.508,1.388,1.413,1.512,1.607,1.622,1.382,1.626,5.339e+05,3.408e+05,4.376e+05,5.581e+05,6.544e+05,6.931e+05,316546,702739,1.583,0.8943,1.239,1.614,1.959,2.229,0.8082,2.297,0.2199,0.217,0.2181,0.2194,0.2212,0.2234,0.2167,0.224,7.976e-08,7.103e-08,7.619e-08,7.966e-08,8.322e-08,8.863e-08,6.973e-08,8.998e-08,8.38,6.309,7.073,8.008,9.315,10.97,6.118,11.38,0.01829,0.01024,0.01428,0.01855,0.02255,0.02597,0.009232,0.02682,0.04271,0.02356,0.03494,0.0437,0.05148,0.06048,0.02072,0.06273,1.669,0.9541,1.382,1.721,2.008,2.309,0.8471,2.384,2.412,1.309,1.947,2.382,2.847,3.557,1.15,3.735
90,2,86.78,85.76,86.33,86.98,87.42,87.51,85.61,87.54,37.28,35.1,36.17,37.64,38.76,38.96,34.84,39.01,0.9459,0.896,0.937,0.9586,0.9675,0.9781,0.8857,0.9807,1.508,1.388,1.413,1.512,1.607,1.622,1.382,1.626,5.339e+05,3.408e+05,4.376e+05,5.581e+05,6.544e+05,6.931e+05,316546,702739,1.583,0.8943,1.239,1.614,1.959,2.229,0.8082,2.297,0.217,0.2084,0.2144,0.2176,0.2201,0.2247,0.2069,0.2258,7.879e-08,7.007e-08,7.34e-08,7.684e-08,8.223e-08,9.025e-08,6.924e-08,9.226e-08,8.38,6.309,7.073,8.008,9.315,10.97,6.118,11.38,0.01829,0.01024,0.01428,0.01855,0.02255,0.02597,0.009232,0.02682,0.04271,0.02356,0.03494,0.0437,0.05148,0.06048,0.02072,0.06273,1.669,0.9541,1.382,1.721,2.008,2.309,0.8471,2.384,2.412,1.309,1.947,2.382,2.847,3.557,1.15,3.735
90,3,86.78,85.76,86.33,86.98,87.42,87.51,85.61,87.54,37.28,35.1,36.17,37.64,38.76,38.96,34.84,39.01,0.9459,0.896,0.937,0.9586,0.9675,0.9781,0.8857,0.9807,1.508,1.388,1.413,1.512,1.607,1.622,1.382,1.626,5.001e+05,3.193e+05,4.097e+05,5.23e+05,6.134e+05,6.488e+05,296644,657638,1.483,0.8378,1.16,1.513,1.836,2.086,0.7574,2.149,0.2399,0.2256,0.2288,0.2403,0.2514,0.2537,0.2248,0.2543,8.725e-08,7.463e-08,7.932e-08,8.66e-08,9.452e-08,1.008e-07,7.345e-08,1.023e-07,8.945,6.739,7.544,8.547,9.948,11.71,6.538,12.15,0.01713,0.009596,0.01337,0.01738,0.02114,0.02431,0.008652,0.0251,0.04001,0.02207,0.03271,0.04095,0.04825,0.05661,0.01942,0.0587,1.563,0.8938,1.294,1.613,1.882,2.162,0.7938,2.231,2.259,1.227,1.823,2.232,2.668,3.33,1.078,3.495
90,4,86.92,85.83,86.43,87.11,87.6,87.74,85.68,87.77,37.33,35.15,36.19,37.66,38.81,39.06,34.89,39.12,0.9464,0.8966,0.9379,0.9592,0.9677,0.9782,0.8863,0.9808,1.483,1.357,1.368,1.475,1.591,1.619,1.354,1.626,5.053e+05,3.258e+05,4.149e+05,5.281e+05,6.185e+05,6.53e+05,303501,661670,1.498,0.8547,1.174,1.527,1.851,2.1,0.7749,2.162,0.2575,0.2423,0.2518,0.2567,0.2623,0.2737,0.2399,0.2765,9.359e-08,8.289e-08,8.56e-08,8.959e-08,9.758e-08,1.099e-07,8.221e-08,1.13e-07,8.825,6.695,7.481,8.465,9.808,11.46,6.498,11.87,0.01728,0.009766,0.01352,0.01752,0.02128,0.02444,0.008828,0.02524,0.04036,0.02246,0.03305,0.04131,0.04862,0.05695,0.01981,0.05904,1.578,0.9109,1.309,1.628,1.897,2.175,0.8113,2.245,2.256,1.202,1.81,2.23,2.677,3.348,1.049,3.515
90,5,86.98,84.8,86.15,87.14,87.96,88.95,84.46,89.2,37.63,35.88,36.04,37.21,38.79,39.96,35.84,40.25,0.9541,0.9149,0.9482,0.9641,0.97,0.9795,0.9066,0.9819,1.436,1.264,1.369,1.421,1.488,1.628,1.238,1.663,4.867e+05,3.369e+05,4.108e+05,4.973e+05,5.732e+05,6.217e+05,318476,633802,1.44,0.8827,1.161,1.438,1.717,2,0.8131,2.071,0.9981,0.9358,0.9492,0.9835,1.032,1.081,0.9325,1.093,3.602e-07,3.457e-07,3.479e-07,3.574e-07,3.697e-07,3.787e-07,3.452e-07,3.809e-07,8.991,7.046,8.094,8.934,9.831,11.02,6.784,11.31,0.01667,0.009936,0.01322,0.01651,0.01996,0.02361,0.009116,0.02452,0.03874,0.02252,0.03177,0.03869,0.04565,0.05502,0.0202,0.05736,1.508,0.9267,1.267,1.519,1.76,2.074,0.8417,2.153,2.136,1.126,1.604,2.045,2.577,3.271,1.006,3.445
90,6,86.99,84.77,86.13,87.1,87.97,89.07,84.43,89.35,37.7,35.89,36.05,37.22,38.88,40.2,35.85,40.53,0.9546,0.9152,0.9483,0.9648,0.9711,0.9798,0.9069,0.982,1.448,1.271,1.366,1.435,1.517,1.644,1.247,1.676,4.884e+05,3.398e+05,4.131e+05,4.996e+05,5.749e+05,6.213e+05,321467,632851,1.445,0.8901,1.167,1.445,1.722,1.999,0.8207,2.068,1.599,1.554,1.559,1.566,1.607,1.69,1.553,1.711,5.8e-07,5.075e-07,5.454e-07,5.899e-07,6.244e-07,6.386e-07,4.98e-07,6.422e-07,8.947,7.048,8.067,8.892,9.773,10.92,6.794,11.21,0.01672,0.01001,0.01329,0.0166,0.02002,0.0236,0.009186,0.0245,0.03881,0.02258,0.0319,0.03886,0.04576,0.05496,0.02025,0.05726,1.512,0.9332,1.273,1.525,1.765,2.072,0.8483,2.149,2.161,1.141,1.608,2.078,2.631,3.298,1.024,3.465
90,7,87.13,85.06,86.27,87.19,88.05,89.11,84.75,89.38,37.93,36.02,36.34,37.4,39,40.59,35.94,40.98,0.9562,0.9171,0.9509,0.9671,0.9724,0.9801,0.9087,0.982,1.451,1.301,1.355,1.413,1.51,1.655,1.288,1.691,4.908e+05,3.403e+05,4.137e+05,5e+05,5.772e+05,6.286e+05,321901,641458,1.453,0.8913,1.169,1.446,1.729,2.023,0.8218,2.096,1.818,1.651,1.74,1.844,1.922,1.949,1.629,1.956,6.625e-07,5.382e-07,6.117e-07,6.748e-07,7.255e-07,7.694e-07,5.198e-07,7.804e-07,8.916,6.971,8.042,8.884,9.758,10.91,6.703,11.19,0.01678,0.01002,0.0133,0.01659,0.02008,0.0238,0.009195,0.02473,0.0388,0.02241,0.03183,0.03884,0.04581,0.05514,0.02005,0.05747,1.518,0.9329,1.273,1.525,1.771,2.092,0.848,2.172,2.176,1.165,1.592,2.05,2.633,3.363,1.058,3.545
90,8,87.15,85.51,86.17,87.03,88.01,88.96,85.34,89.2,37.81,36.01,36.27,37.21,38.76,40.47,35.94,40.89,0.956,0.9173,0.9516,0.967,0.9714,0.9791,0.9087,0.981,1.339,1.24,1.297,1.359,1.401,1.408,1.226,1.41,4.777e+05,3.231e+05,4.064e+05,4.855e+05,5.568e+05,6.213e+05,302315,637372,1.416,0.8474,1.15,1.404,1.67,2,0.7718,2.083,4.859,4.349,4.562,4.849,5.146,5.384,4.296,5.443,1.775e-06,1.418e-06,1.604e-06,1.753e-06,1.924e-06,2.164e-06,1.371e-06,2.224e-06,9.228,7.069,8.362,9.124,9.99,11.53,6.746,11.92,0.01634,0.009539,0.01308,0.01614,0.0194,0.02341,0.008653,0.02441,0.03798,0.02137,0.03133,0.03789,0.04453,0.05472,0.01888,0.05726,1.48,0.8881,1.252,1.483,1.711,2.067,0.7972,2.157,1.927,1.057,1.5,1.913,2.341,2.818,0.9464,2.937
90,9,87.22,85.7,86.25,87.06,88.02,88.97,85.56,89.2,37.83,36.02,36.29,37.23,38.77,40.47,35.95,40.89,0.9561,0.9174,0.9519,0.9673,0.9715,0.9791,0.9088,0.9811,1.253,1.219,1.224,1.237,1.266,1.311,1.217,1.322,4.783e+05,3.225e+05,4.064e+05,4.858e+05,5.578e+05,6.236e+05,301514,640061,1.418,0.8458,1.15,1.405,1.673,2.008,0.7698,2.092,6.878,6.046,6.261,6.919,7.536,7.652,5.992,7.682,2.513e-06,1.97e-06,2.2e-06,2.501e-06,2.814e-06,3.073e-06,1.912e-06,3.138e-06,9.226,7.044,8.351,9.118,9.994,11.56,6.717,11.95,0.01634,0.00952,0.01308,0.01615,0.01941,0.02344,0.00863,0.02445,0.03802,0.02133,0.03133,0.0379,0.04459,0.05489,0.01882,0.05746,1.482,0.8864,1.252,1.484,1.714,2.075,0.795,2.165,1.777,1.055,1.502,1.777,2.053,2.499,0.9439,2.61
90,10,87.16,85.58,86.15,87.01,88.01,88.94,85.43,89.18,37.81,36.02,36.27,37.21,38.76,40.46,35.95,40.88,0.956,0.9174,0.9516,0.967,0.9714,0.9791,0.9089,0.981,1.329,1.223,1.277,1.321,1.373,1.446,1.209,1.464,4.761e+05,3.22e+05,4.05e+05,4.842e+05,5.553e+05,6.189e+05,301305,634816,1.411,0.8446,1.146,1.4,1.666,1.993,0.7693,2.075,5.262,4.404,4.749,5.384,5.897,5.949,4.318,5.962,1.926e-06,1.437e-06,1.671e-06,1.946e-06,2.202e-06,2.389e-06,1.378e-06,2.435e-06,9.258,7.095,8.383,9.149,10.02,11.57,6.773,11.96,0.01628,0.009508,0.01304,0.0161,0.01935,0.0233,0.008626,0.02428,0.03785,0.0213,0.03122,0.03778,0.04441,0.05451,0.01882,0.05704,1.475,0.8851,1.248,1.479,1.706,2.06,0.7945,2.148,1.918,1.039,1.472,1.853,2.299,2.889,0.9303,3.037
